Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,Margin of Safety,Business Predictability,Fair Value,Fair Value - Price,Baggers
SEPA,SEP Acquisition Corp Class A Common Stock,12.0,0.0,0.0,0.0,United States,2021.0,1173,Finance,Blank Checks,-32.97,0.0,$ 8.19,-3.8100000000000005,-0.31750000000000006
BRBR,BellRing Brands Inc. Common Stock ,56.95,-0.83,-0.01436,7459259574.0,United States,2022.0,1364758,Consumer Staples,Beverages (Production/Distribution),-53.34,0.0,$ 38.75,-18.200000000000003,-0.31957857769973663
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,18.49,-0.52,-0.02735,8952135041.0,Brazil,2020.0,921344,Telecommunications,Telecommunications Equipment,-48.17,1.0,$ 12.58,-5.909999999999998,-0.31963223363980525
AGO,Assured Guaranty Ltd. Common Stock,91.6,-3.4,-0.03579,5244702087.0,Bermuda,2004.0,742114,Finance,Property-Casualty Insurers,-47.34,1.0,$ 62.32,-29.279999999999994,-0.31965065502183404
WRK,Westrock Company Common Stock,45.29,0.26,0.00577,11638023247.0,United States,2015.0,4401719,,,-46.12,1.0,$ 30.81,-14.48,-0.31971737690439395
LNT,Alliant Energy Corporation Common Stock,47.75,0.19,0.00399,12228788991.0,United States,,2482185,Utilities,Power Generation,-47.09,1.5,$ 32.45,-15.299999999999997,-0.3204188481675392
MMC,Marsh & McLennan Companies Inc. Common Stock,202.27,-3.81,-0.01849,99447298765.0,United States,,2604833,Finance,Specialty Insurers,-46.99,4.0,$ 137.42,-64.85000000000002,-0.3206110644188462
PNW,Pinnacle West Capital Corporation Common Stock,68.33,1.43,0.02138,7750491987.0,United States,,6148293,Utilities,Electric Utilities: Central,-46.79,2.5,$ 46.36,-21.97,-0.32152787940875166
STAA,STAAR Surgical Company Common Stock,31.24,-0.32,-0.01014,1526569935.0,United States,,565242,Health Care,Ophthalmic Goods,-57.34,1.0,$ 21.19,-10.049999999999997,-0.3217029449423815
SHW,Sherwin-Williams Company (The) Common Stock,332.03,2.35,0.00713,84489855240.0,United States,,1852515,Consumer Discretionary,RETAIL: Building Materials,-49.07,5.0,$ 224.88,-107.14999999999998,-0.3227118031503177
NJR,NewJersey Resources Corporation Common Stock,41.61,0.27,0.00653,4090409758.0,United States,,441020,Utilities,Oil/Gas Transmission,-48.33,1.0,$ 28.16,-13.45,-0.323239605863975
BAH,Booz Allen Hamilton Holding Corporation Common Stock,147.71,0.4,0.00272,19164760981.0,United States,2010.0,689146,Consumer Discretionary,Professional Services,-47.75,2.0,$ 99.92,-47.790000000000006,-0.32353936767991337
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,76.76,-0.23,-0.00299,1175784119.0,Israel,,315,Technology,EDP Services,-47.84,3.5,$ 51.92,-24.840000000000003,-0.3236060448150078
MNST,Monster Beverage Corporation,59.1,3.25,0.05819,61490083667.0,United States,,11115502,Consumer Staples,Beverages (Production/Distribution),-47.45,4.0,$ 39.87,-19.230000000000004,-0.32538071065989854
RELL,Richardson Electronics Ltd. Common Stock,8.79,0.11,0.01267,125507496.0,United States,1983.0,82687,Technology,Electronic Components,-47.47,1.0,$ 5.92,-2.869999999999999,-0.32650739476678037
MOFG,MidWestOne Financial Gp Common Stock,22.92,0.5025,0.02242,359654635.0,United States,,44517,Finance,Major Banks,-45.82,4.0,$ 15.43,-7.490000000000002,-0.32678883071553233
HWBK,Hawthorn Bancshares Inc. Common Stock,21.63,-0.03,-0.00139,152260556.0,United States,,39675,Finance,Major Banks,-43.54,1.0,$ 14.56,-7.0699999999999985,-0.32686084142394817
NVS,Novartis AG Common Stock,100.97,-1.25,-0.01223,206386111566.0,Switzerland,,3248098,Health Care,Biotechnology: Pharmaceutical Preparations,-50.98,1.0,$ 67.60,-33.370000000000005,-0.3304942061998614
HAE,Haemonetics Corporation Common Stock,72.98,-1.89,-0.02524,3706370819.0,United States,1991.0,589442,Health Care,Medical/Dental Instruments,-51.97,1.0,$ 48.80,-24.180000000000007,-0.3313236503151549
GAMB,Gambling.com Group Limited Ordinary Shares,9.16,0.29,0.03269,334068314.0,Jersey,2021.0,67945,Consumer Discretionary,Services-Misc. Amusement & Recreation,-46.41,0.0,$ 6.12,-3.04,-0.3318777292576419
TRV,The Travelers Companies Inc. Common Stock,220.96,0.54,0.00245,50627646490.0,United States,,1996621,Finance,Property-Casualty Insurers,-48.25,1.0,$ 147.60,-73.36000000000001,-0.33200579290369303
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,272.61,-2.57,-0.00934,27937468630.0,United Kingdom,2001.0,618731,Finance,Specialty Insurers,-49.07,3.0,$ 181.91,-90.70000000000002,-0.3327097318513628
CLBK,Columbia Financial Inc. Common Stock,16.73,-0.1,-0.00594,1755222245.0,United States,2018.0,62335,Finance,Savings Institutions,-45.7,0.0,$ 11.16,-5.57,-0.33293484757919906
GCMG,GCM Grosvenor Inc. Class A Common Stock,8.47,0.23,0.02791,1585785662.0,United States,,393642,Finance,Finance/Investors Services,-51.33,0.0,$ 5.65,-2.8200000000000003,-0.33293978748524206
SNDR,Schneider National Inc. Common Stock,23.55,0.28,0.01203,4144458148.0,United States,2017.0,1398519,Industrials,Trucking Freight/Courier Services,-45.99,4.5,$ 15.70,-7.850000000000001,-0.33333333333333337
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,69.58,0.62,0.00899,6717417130.0,Mexico,2006.0,71090,Consumer Discretionary,Aerospace,-51.05,3.0,$ 46.37,-23.21,-0.33357286576602474
HQL,abrdn Life Sciences Investors Shares of Beneficial Interest,13.69,-0.21,-0.01511,351554217.0,United States,1992.0,93743,Finance,Investment Managers,-52.74,0.0,$ 9.12,-4.57,-0.3338203067932798
GWW,W.W. Grainger Inc. Common Stock,973.46,-1.24,-0.00127,47868296105.0,United States,,395572,Industrials,Office Equipment/Supplies/Services,-51.3,2.5,$ 648.33,-325.13,-0.33399420623343534
STC,Stewart Information Services Corporation Common Stock,62.98,1.37,0.02224,1723274442.0,United States,,155810,Finance,Specialty Insurers,-50.91,1.0,$ 41.90,-21.08,-0.33470943156557637
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),10.93,-0.27,-0.02411,18062790775.0,Brazil,2020.0,1178935,Telecommunications,Telecommunications Equipment,-49.38,1.0,$ 7.27,-3.66,-0.3348581884720952
TW,Tradeweb Markets Inc. Class A Common Stock,105.82,-0.02,-0.00019,24947076534.0,United States,2019.0,1233438,Finance,Investment Bankers/Brokers/Service,-49.07,0.0,$ 70.31,-35.50999999999999,-0.3355698355698355
CMS,CMS Energy Corporation Common Stock,57.37,0.35,0.00614,16892230479.0,United States,,3940644,Utilities,Power Generation,-52.14,1.0,$ 38.05,-19.32,-0.3367613735401778
CMCO,Columbus McKinnon Corporation Common Stock,41.77,0.26,0.00626,1201137201.0,United States,1996.0,149656,Industrials,Construction/Ag Equipment/Trucks,-52.13,1.0,$ 27.70,-14.070000000000004,-0.3368446253291837
OFLX,Omega Flex Inc. Common Stock,69.65,-0.94,-0.01332,703069527.0,United States,,11206,Industrials,Industrial Specialties,-51.18,3.0,$ 46.17,-23.480000000000004,-0.33711414213926777
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,18.71,-0.21,-0.0111,59240537500.0,Mexico,2023.0,807420,Telecommunications,Telecommunications Equipment,-51.13,1.0,$ 12.38,-6.33,-0.3383217530732229
PPL,PPL Corporation Common Stock,26.37,0.13,0.00495,19450601869.0,United States,,6782594,Utilities,Electric Utilities: Central,-49.97,1.0,$ 17.43,-8.940000000000001,-0.33902161547212745
OR,Osisko Gold Royalties Ltd Common Shares,14.59,0.83,0.06032,2708061412.0,Canada,2016.0,914861,Basic Materials,Precious Metals,-57.42,0.0,$ 9.63,-4.959999999999999,-0.33995887594242624
MGRC,McGrath RentCorp Common Stock,124.48,0.38,0.00306,3049291084.0,United States,1984.0,184746,Consumer Discretionary,Diversified Commercial Services,-51.89,5.0,$ 82.13,-42.35000000000001,-0.3402152956298201
MGM,MGM Resorts International Common Stock,43.28,1.09,0.02584,13835675569.0,United States,,4264289,Consumer Discretionary,Hotels/Resorts,-50.53,1.0,$ 28.54,-14.740000000000002,-0.3405730129390019
GDL,GDL Fund The Common Shares of Beneficial Interest,7.845,0.035,0.00448,0.0,United States,2007.0,3450,Finance,Investment Managers,-52.22,0.0,$ 5.17,-2.675,-0.34098151688973866
OXY,Occidental Petroleum Corporation Common Stock,60.61,0.35,0.00581,53359276431.0,United States,,7570645,Energy,Oil & Gas Production,-53.67,1.0,$ 39.93,-20.68,-0.3411978221415608
EQT,EQT Corporation Common Stock,37.15,0.57,0.01558,16361863050.0,United States,,5415163,Energy,Oil & Gas Production,-51.25,1.0,$ 24.47,-12.68,-0.34131897711978465
DOV,Dover Corporation Common Stock,165.38,1.02,0.00621,23136111285.0,United States,,1087417,Industrials,Industrial Machinery/Components,-53.66,1.0,$ 108.88,-56.5,-0.3416374410448664
FIGS,FIGS Inc. Class A Common Stock,5.23,-0.8,-0.13267,884575506.0,United States,2021.0,39690461,Consumer Discretionary,Apparel,-50.87,0.0,$ 3.44,-1.7900000000000005,-0.34225621414913965
RNG,RingCentral Inc. Class A Common Stock,33.42,0.41,0.01242,3085253290.0,United States,2013.0,1363731,Technology,EDP Services,-54.45,1.0,$ 21.93,-11.490000000000002,-0.34380610412926393
RPM,RPM International Inc. Common Stock,115.35,1.15,0.01007,14865404348.0,United States,,984839,Consumer Discretionary,Paints/Coatings,-51.71,3.5,$ 75.65,-39.69999999999999,-0.3441699176419592
UG,United-Guardian Inc. Common Stock,8.265,-0.1077,-0.01286,37972047.0,United States,,1320,Consumer Discretionary,Package Goods/Cosmetics,-53.14,1.0,$ 5.42,-2.8450000000000006,-0.34422262552934063
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,13.61,0.15,0.01114,1319296102.0,,2017.0,700672,,,-54.43,0.0,$ 8.91,-4.699999999999999,-0.3453343130051432
LGND,Ligand Pharmaceuticals Incorporated Common Stock,79.35,-5.0,-0.05928,1383543267.0,United States,,327716,Health Care,Biotechnology: Pharmaceutical Preparations,-51.34,1.0,$ 51.93,-27.419999999999995,-0.34555765595463134
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,17.2,0.13,0.00762,3378368272.0,United States,,1543844,Energy,Natural Gas Distribution,-53.87,1.0,$ 11.25,-5.949999999999999,-0.3459302325581395
TT,Trane Technologies plc,281.97,-1.67,-0.00589,64027555001.0,Ireland,,1595932,Industrials,Auto Parts:O.E.M.,-55.23,3.5,$ 184.23,-97.74000000000004,-0.34663262049154175
CINF,Cincinnati Financial Corporation Common Stock,114.0,0.3,0.00264,17859812052.0,United States,,1266528,Finance,Property-Casualty Insurers,-52.43,1.0,$ 74.44,-39.56,-0.34701754385964917
MDU,MDU Resources Group Inc. Common Stock (Holding Company),21.68,0.17,0.0079,4415979471.0,United States,,1308372,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),-53.14,1.0,$ 14.15,-7.529999999999999,-0.34732472324723246
KF,Korea Fund Inc. (The) New Common Stock,23.92,0.59,0.02529,0.0,United States,,168660,Finance,Investment Managers,-55.03,0.0,$ 15.61,-8.310000000000002,-0.3474080267558529
REG,Regency Centers Corporation Common Stock,61.95,0.98,0.01607,11434641420.0,United States,1993.0,2960356,Real Estate,Real Estate Investment Trusts,-52.75,3.0,$ 40.42,-21.53,-0.3475383373688459
AMSF,AMERISAFE Inc. Common Stock,52.76,-0.1,-0.00189,1009563022.0,United States,2005.0,118470,Finance,Property-Casualty Insurers,-52.57,1.0,$ 34.39,-18.369999999999997,-0.3481804397270659
UTL,UNITIL Corporation Common Stock,50.96,0.9,0.01798,823685080.0,United States,1985.0,64091,Utilities,Power Generation,-55.88,2.5,$ 33.18,-17.78,-0.34890109890109894
AMK,AssetMark Financial Holdings Inc. Common Stock,35.35,0.4,0.01144,2625280405.0,United States,2019.0,201779,Finance,Finance/Investors Services,-53.24,0.0,$ 22.97,-12.380000000000003,-0.35021216407355027
DUK,Duke Energy Corporation (Holding Company) Common Stock,91.83,1.09,0.01201,70783615086.0,United States,,5245494,Utilities,Power Generation,-52.3,3.0,$ 59.66,-32.17,-0.35032124578024615
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,36.59,-0.09,-0.00245,1378622872.0,United States,2023.0,599296,Finance,Property-Casualty Insurers,-51.37,0.0,$ 23.77,-12.820000000000004,-0.3503689532659197
LTC,LTC Properties Inc. Common Stock,31.46,-0.15,-0.00475,1356325322.0,United States,,448304,Real Estate,Real Estate Investment Trusts,-53.99,1.0,$ 20.43,-11.030000000000001,-0.3506039415130324
FTI,TechnipFMC plc Ordinary Share,21.69,-0.22,-0.01004,9445131044.0,,,5545514,Industrials,Metal Fabrications,-60.6,1.0,$ 14.06,-7.630000000000001,-0.3517750115260489
IQV,IQVIA Holdings Inc. Common Stock,247.16,-3.15,-0.01258,44859540000.0,United States,2013.0,1393552,Health Care,Biotechnology: Commercial Physical & Biological Resarch,-57.58,4.0,$ 160.20,-86.96000000000001,-0.3518368668069267
LW,Lamb Weston Holdings Inc. Common Stock ,102.21,1.23,0.01218,14756313021.0,United States,2016.0,2199937,Consumer Staples,Packaged Foods,-54.32,0.0,$ 66.13,-36.08,-0.3529987281087956
GATX,GATX Corporation Common Stock,126.84,1.65,0.01318,4502820000.0,United States,,148926,Consumer Discretionary,Transportation Services,-55.62,3.5,$ 82.05,-44.790000000000006,-0.3531220435193946
MA,Mastercard Incorporated Common Stock,474.76,-4.09,-0.00854,442899568540.0,United States,2006.0,3072456,Consumer Discretionary,Business Services,-55.25,5.0,$ 307.01,-167.75,-0.35333642261353104
MOR,MorphoSys AG American Depositary Shares,17.6,0.02,0.00114,2409928787.0,Germany,2018.0,219327,Health Care,Biotechnology: Pharmaceutical Preparations,-55.54,1.0,$ 11.38,-6.220000000000001,-0.3534090909090909
ORLA,Orla Mining Ltd. Common Shares,3.28,0.05,0.01548,1031300880.0,,2020.0,517641,,,-62.74,1.0,$ 2.12,-1.1599999999999997,-0.3536585365853658
ED,Consolidated Edison Inc. Common Stock,87.21,0.56,0.00646,30131929804.0,United States,,2803355,Utilities,Power Generation,-54.49,1.0,$ 56.32,-30.889999999999993,-0.35420249971333556
GOLD,Barrick Gold Corporation Common Stock (BC),14.66,0.33,0.02303,25736649662.0,Canada,,19052375,,,-57.93,1.0,$ 9.46,-5.199999999999999,-0.354706684856753
CTAS,Cintas Corporation Common Stock,628.61,-2.11,-0.00335,63723097755.0,United States,1983.0,403277,Consumer Discretionary,Business Services,-55.1,5.0,$ 405.38,-223.23000000000002,-0.35511684510268693
REXR,Rexford Industrial Realty Inc. Common Stock,50.88,0.16,0.00315,10943591605.0,United States,2013.0,2496538,Real Estate,Real Estate Investment Trusts,-58.88,0.0,$ 32.81,-18.07,-0.3551493710691824
HNI,HNI Corporation Common Stock,44.81,1.28,0.02941,2101086680.0,United States,,399928,Consumer Discretionary,Office Equipment/Supplies/Services,-52.13,1.0,$ 28.85,-15.96,-0.35617049765677306
TREX,Trex Company Inc. Common Stock,91.76,-0.74,-0.008,9967302087.0,United States,,1519308,,,-60.19,4.0,$ 59.06,-32.7,-0.35636442894507414
CNI,Canadian National Railway Company Common Stock,129.69,-0.06,-0.00046,83498733544.0,Canada,,787993,,,-56.21,4.5,$ 83.45,-46.239999999999995,-0.35654252448145574
MDLZ,Mondelez International Inc. Class A Common Stock,73.07,-0.12,-0.00164,98387104422.0,United States,,9568020,Consumer Staples,Packaged Foods,-53.99,1.0,$ 46.99,-26.07999999999999,-0.3569180238127822
OMI,Owens & Minor Inc. Common Stock,24.33,-0.71,-0.02835,1863597614.0,United States,,758162,Health Care,Medical Specialities,-57.65,1.0,$ 15.63,-8.699999999999998,-0.35758323057953134
LOVE,The Lovesac Company Common Stock,23.04,0.12,0.00524,356866537.0,United States,2018.0,131376,Consumer Discretionary,Other Specialty Stores,-56.8,0.0,$ 14.77,-8.27,-0.3589409722222222
NZF,Nuveen Municipal Credit Income Fund ,11.95,0.05,0.0042,0.0,United States,2007.0,434685,Finance,Finance Companies,-56.4,1.0,$ 7.66,-4.289999999999999,-0.3589958158995815
IT,Gartner Inc. Common Stock,465.56,-0.13,-0.00028,36298728075.0,United States,1993.0,606980,Consumer Discretionary,Other Consumer Services,-58.09,3.0,$ 298.24,-167.32,-0.3593951370392645
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,15.69,0.25,0.01619,1485823435.0,United States,2017.0,455698,Energy,Oil & Gas Production,-55.88,0.0,$ 10.04,-5.65,-0.3601019757807521
MYRG,MYR Group Inc. Common Stock,162.46,-9.89,-0.05738,2714630894.0,United States,2008.0,471378,Industrials,Water Sewer Pipeline Comm & Power Line Construction,-60.02,2.5,$ 103.91,-58.55000000000001,-0.36039640526898936
VEEV,Veeva Systems Inc. Class A Common Stock,225.51,0.14,0.00062,36310639006.0,United States,2013.0,1699428,Technology,Computer Software: Prepackaged Software,-54.11,5.0,$ 144.06,-81.44999999999999,-0.3611813223360383
BCE,BCE Inc. Common Stock,37.11,-0.04,-0.00108,33854497937.0,Canada,,1223955,Telecommunications,Telecommunications Equipment,-56.99,1.0,$ 23.67,-13.439999999999998,-0.3621665319320937
TRMB,Trimble Inc. Common Stock,61.19,0.28,0.0046,15033598605.0,United States,1990.0,2728497,Industrials,Industrial Machinery/Components,-59.95,4.0,$ 38.98,-22.21,-0.3629678051969276
RRR,Red Rock Resorts Inc. Class A Common Stock,57.99,1.25,0.02203,6099859891.0,United States,2016.0,406696,Consumer Discretionary,Hotels/Resorts,-56.62,1.0,$ 36.93,-21.060000000000002,-0.3631660631143301
ACIW,ACI Worldwide Inc. Common Stock,32.91,1.94,0.06264,3578058627.0,United States,,1100804,Technology,Computer Software: Prepackaged Software,-54.89,4.0,$ 20.95,-11.959999999999997,-0.3634153752658766
ADT,ADT Inc. Common Stock,7.26,0.07,0.00974,6692422500.0,United States,2018.0,9743032,Consumer Discretionary,Diversified Commercial Services,-58.23,0.0,$ 4.62,-2.6399999999999997,-0.3636363636363636
PNR,Pentair plc. Ordinary Share,77.79,1.12,0.01461,12861371766.0,Switzerland,,2444969,Industrials,Industrial Machinery/Components,-58.31,1.0,$ 49.48,-28.31000000000001,-0.3639285255174188
MMS,Maximus Inc. Common Stock,83.66,0.25,0.003,5105890856.0,United States,1997.0,324887,Consumer Discretionary,Business Services,-57.56,4.0,$ 53.21,-30.449999999999996,-0.363973224958164
IBN,ICICI Bank Limited Common Stock,25.61,0.28,0.01105,89414955448.0,India,,5242551,Finance,Commercial Banks,-62.85,4.5,$ 16.26,-9.349999999999998,-0.36509176103084723
RYAAY,Ryanair Holdings plc American Depositary Shares,138.25,0.4,0.0029,157578805496.0,Ireland,1997.0,511394,Consumer Discretionary,Air Freight/Delivery Services,-55.48,1.0,$ 87.56,-50.69,-0.3666546112115732
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,5.1,0.0,0.0,0.0,United States,2005.0,161551,Finance,Trusts Except Educational Religious and Charitable,-58.51,0.0,$ 3.23,-1.8699999999999997,-0.36666666666666664
HAYN,Haynes International Inc. Common Stock,59.43,0.1,0.00169,759693215.0,United States,2007.0,156422,Industrials,Steel/Iron Ore,-58.32,1.0,$ 37.62,-21.810000000000002,-0.3669863705199395
REYN,Reynolds Consumer Products Inc. Common Stock,29.5,-0.03,-0.00102,6195279100.0,United States,2020.0,727464,Consumer Discretionary,Containers/Packaging,-57.42,0.0,$ 18.67,-10.829999999999998,-0.36711864406779654
GNTX,Gentex Corporation Common Stock,36.53,0.07,0.00192,8456398961.0,United States,,1498058,Consumer Discretionary,Auto Parts:O.E.M.,-59.43,2.0,$ 23.07,-13.46,-0.3684642759375856
CP,Canadian Pacific Kansas City Limited Common Shares,85.01,0.09,0.00106,79203817000.0,Canada,,2111528,,,-60.79,1.0,$ 53.66,-31.35000000000001,-0.368780143512528
SMLR,Semler Scientific Inc. Common Stock,47.17,-0.78,-0.01627,324208655.0,United States,,45904,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,-59.52,1.0,$ 29.77,-17.400000000000002,-0.3688785244859021
WHF,WhiteHorse Finance Inc. Common Stock,12.45,0.02,0.00161,289376446.0,United States,,102723,Finance,Finance Companies,-58.47,1.0,$ 7.85,-4.6,-0.36947791164658633
FE,FirstEnergy Corp. Common Stock,36.61,-0.23,-0.00624,21030279519.0,United States,,3085794,Utilities,Electric Utilities: Central,-58.15,1.0,$ 23.08,-13.530000000000001,-0.3695711554220159
CTOS,Custom Truck One Source Inc. Common Stock,6.42,0.18,0.02885,1559291828.0,Cayman Islands,2017.0,600754,Consumer Discretionary,Diversified Commercial Services,-56.19,0.0,$ 4.04,-2.38,-0.3707165109034268
WEA,Western Asset Bond Fund Share of Beneficial Interest,11.0,0.07,0.0064,0.0,United States,2002.0,30605,Finance,Trusts Except Educational Religious and Charitable,-58.09,0.0,$ 6.92,-4.08,-0.3709090909090909
SO,Southern Company (The) Common Stock,67.25,0.44,0.00659,73370766349.0,United States,,8576127,Utilities,Power Generation,-58.29,3.0,$ 42.24,-25.009999999999998,-0.37189591078066914
AVNS,Avanos Medical Inc. Common Stock,18.57,-0.13,-0.00695,857989561.0,United States,2014.0,186710,Health Care,Industrial Specialties,-61.15,1.0,$ 11.66,-6.91,-0.3721055465805062
MSI,Motorola Solutions Inc. Common Stock,330.39,-0.86,-0.0026,54888675593.0,United States,,1064371,Technology,Radio And Television Broadcasting And Communications Equipment,-61.89,1.0,$ 207.28,-123.10999999999999,-0.3726202366899724
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) ,9.74,0.21,0.02204,21268472933.0,Taiwan,2018.0,6148273,Technology,Semiconductors,-61.05,3.0,$ 6.11,-3.63,-0.3726899383983573
QSR,Restaurant Brands International Inc. Common Shares,77.65,1.18,0.01543,24248808262.0,Canada,2014.0,1579175,,,-59.6,0.0,$ 48.69,-28.960000000000008,-0.3729555698647779
POST,Post Holdings Inc. Common Stock,104.16,-0.89,-0.00847,6320555667.0,United States,2012.0,682328,Consumer Staples,Packaged Foods,-59.81,1.0,$ 65.26,-38.89999999999999,-0.37346390168970806
MEOH,Methanex Corporation Common Stock,44.84,-0.22,-0.00488,3021655141.0,Canada,,249998,,,-57.53,2.5,$ 28.09,-16.750000000000004,-0.3735504014272971
SYY,Sysco Corporation Common Stock,80.97,0.3,0.00372,40309274696.0,United States,,3926649,Consumer Discretionary,Food Distributors,-57.65,3.0,$ 50.72,-30.25,-0.3735951587007534
RCL,Royal Caribbean Cruises Ltd. Common Stock,123.35,1.26,0.01032,31657795632.0,United States,1993.0,2844689,Consumer Discretionary,Marine Transportation,-60.94,1.0,$ 77.21,-46.14,-0.3740575597892177
KMB,Kimberly-Clark Corporation Common Stock,121.17,-0.06,-0.00049,40820137102.0,United States,,3266011,Consumer Discretionary,Containers/Packaging,-62.09,1.0,$ 75.82,-45.35000000000001,-0.3742675579763969
CUBE,CubeSmart Common Shares,43.61,0.76,0.01774,9806186727.0,United States,,2123994,Real Estate,Real Estate Investment Trusts,-59.82,5.0,$ 27.28,-16.33,-0.3744554001375831
PPG,PPG Industries Inc. Common Stock,141.6,1.12,0.00797,33312060564.0,United States,,1951311,Consumer Discretionary,Paints/Coatings,-57.61,3.0,$ 88.52,-53.08,-0.3748587570621469
HON,Honeywell International Inc. Common Stock,198.73,2.24,0.0114,129608091499.0,United States,,3437009,Industrials,Aerospace,-59.99,1.0,$ 124.18,-74.54999999999998,-0.3751320887636491
EGO,Eldorado Gold Corporation Ordinary Shares,10.39,0.24,0.02365,2110607467.0,Canada,,1572373,,,-66.87,1.0,$ 6.49,-3.9000000000000004,-0.3753609239653513
ESAB,ESAB Corporation Common Stock,99.12,2.04,0.02101,5974068657.0,United States,2022.0,437358,Industrials,Office Equipment/Supplies/Services,-60.04,0.0,$ 61.86,-37.260000000000005,-0.37590799031477
POR,Portland General Electric Co Common Stock,40.17,-0.44,-0.01083,4063692242.0,United States,,1185409,Utilities,Electric Utilities: Central,-60.3,1.0,$ 25.04,-15.130000000000003,-0.3766492407269107
DLTR,Dollar Tree Inc. Common Stock,146.68,0.54,0.0037,31957455719.0,United States,1995.0,2531063,Consumer Discretionary,Department/Specialty Retail Stores,-62.42,1.0,$ 91.39,-55.290000000000006,-0.37694300518134716
FDS,FactSet Research Systems Inc. Common Stock,462.58,-3.41,-0.00732,17618001361.0,United States,2000.0,327420,Technology,Computer Software: Programming Data Processing,-60.12,5.0,$ 288.11,-174.46999999999997,-0.3771671927018029
PPC,Pilgrim's Pride Corporation Common Stock,31.84,-0.52,-0.01607,7539419008.0,United States,,1403307,Consumer Staples,Meat/Poultry/Fish,-61.91,1.0,$ 19.82,-12.02,-0.37751256281407036
NFLX,Netflix Inc. Common Stock,602.92,6.44,0.0108,260919408385.0,United States,2002.0,3566792,Consumer Discretionary,Consumer Electronics/Video Chains,-65.03,4.5,$ 375.31,-227.60999999999996,-0.37751277118025606
SWBI,Smith & Wesson Brands Inc. Common Stock,13.73,0.25,0.01855,626628289.0,United States,,305892,Industrials,Ordnance And Accessories,-58.67,1.0,$ 8.54,-5.190000000000001,-0.37800436999271675
KMX,CarMax Inc,79.0,2.29,0.02985,12475775511.0,United States,,2193428,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,-61.41,3.5,$ 49.13,-29.869999999999997,-0.3781012658227848
AEO,American Eagle Outfitters Inc. Common Stock,23.75,0.22,0.00935,4691535813.0,United States,,4716347,Consumer Discretionary,Clothing/Shoe/Accessory Stores,-62.49,1.0,$ 14.77,-8.98,-0.3781052631578948
SNPS,Synopsys Inc. Common Stock,573.73,3.45,0.00605,87518891264.0,United States,1992.0,993695,Technology,Computer Software: Prepackaged Software,-65.93,3.5,$ 356.56,-217.17000000000002,-0.3785229986230457
BOWL,Bowlero Corp. Class A Common Stock,12.45,-0.27,-0.02123,1864035290.0,United States,2021.0,1097158,Consumer Discretionary,Services-Misc. Amusement & Recreation,-76.07,0.0,$ 7.73,-4.719999999999999,-0.37911646586345377
ASB,Associated Banc-Corp Common Stock,20.84,0.2,0.00969,3148668210.0,United States,,1209481,Finance,Major Banks,-58.7,2.5,$ 12.93,-7.91,-0.3795585412667946
CHX,ChampionX Corporation Common Stock ,31.06,-0.06,-0.00193,5935566000.0,United States,,1745417,Industrials,Industrial Machinery/Components,-65.33,0.0,$ 19.27,-11.79,-0.37958789439793944
MAA,Mid-America Apartment Communities Inc. Common Stock,125.68,-0.15,-0.00119,14668820755.0,United States,1994.0,1478389,Real Estate,Real Estate Investment Trusts,-63.69,2.5,$ 77.97,-47.71000000000001,-0.37961489497135587
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,10.98,0.03,0.00274,0.0,,2021.0,66339,Finance,Investment Managers,-61.53,0.0,$ 6.81,-4.170000000000001,-0.37978142076502736
HIW,Highwoods Properties Inc. Common Stock,24.45,0.69,0.02904,2584617202.0,United States,1994.0,2120106,Real Estate,Real Estate Investment Trusts,-64.38,4.5,$ 15.16,-9.29,-0.37995910020449897
ASTE,Astec Industries Inc. Common Stock,40.6,1.92,0.04964,923215418.0,United States,1986.0,345422,Industrials,Construction/Ag Equipment/Trucks,-60.17,1.0,$ 25.16,-15.440000000000001,-0.38029556650246304
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,8.57,0.02,0.00234,0.0,United States,2005.0,18316,Finance,Investment Managers,-62.52,0.0,$ 5.31,-3.2600000000000007,-0.3803967327887982
